Date of Query|Time of Query|Premises Name|Address|postcode|Local Authorities|Business Type|Products Sold|Company Name|Status
10/18/2020|01:01:08|A&S Convenience Scotland Ltd T/A A&S Convenience Store|72 Sheephousehill , FAULDHOUSE|EH47 9EF|West Lothian|Convenience Store|Tobacco And Nicotine Vapour Products|A&S Convenience Scotland Ltd|Active
10/18/2020|01:01:08|A&S Convenience Store|72 Sheephouse Hill, Fauldhouse|EH47 9EF|West Lothian|Convenience Store|Tobacco Only|A&S Convenience Store|Inactive
10/18/2020|01:01:08|a&s newsagents|152 sinclair dr, battlefield|G42 9SF|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|a&s newsagents|Active
10/18/2020|01:01:08|A&S Superstore|18 Barlandfauld Steet,|G65 0BU|North Lanarkshire|Convenience Store|Tobacco Only|A&S Superstore|Active
10/18/2020|01:01:08|A&T FOODSTORES|2 lochies road,|FK10 4EL|Clackmannanshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|A&T FOODSTORES|Active
10/18/2020|01:01:08|A&Z Stores|93 Bannerfield Drive,|TD7 5BG|Scottish Borders|Convenience Store|Tobacco Only|A&Z Superstores|Active
10/18/2020|01:01:08|A&Z Superstores|A & Z Superstore, 93 Bannerfield Drive|TD7 5BG|Scottish Borders|Convenience Store|Nicotine Vapour Products Only|Premier|Active
10/18/2020|01:01:08|A. Crolla & Sons|5 Castle Street,|DG11 1NY|Dumfries and Galloway|Confectionary / Tobacconist / Newsagents|Tobacco Only|A. Crolla & Sons|Active
10/18/2020|01:01:08|A. Y. (GRP 3) News Limited|22 Hairst street, Renfrew|PA4 8QY|Renfrewshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|A.Y. (GRP 3) News Limited|Active
10/18/2020|01:01:08|A.A Brothers Newsagents|5 Tiree Crecent, Newmains|ML2 9HF|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|A.A Brothers Newsagents|Active
10/18/2020|01:01:08|A.A Mini Market|53 Lomond Drive, Bishopbriggs|G64 3BY|East Dunbartonshire|Convenience Store|Tobacco Only|A.A Mini Market|Active
10/18/2020|01:01:08|A.B & Sons|155 Deanston Drive, Shawlands|G41 3LP|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|A.B and Sons|Active
10/18/2020|01:01:08|A.D Munro Ltd|A D Munro Harris Ltd, Tarbert|HS3 3DJ|Comhairle nan Eilean Siar|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|A.D Munro Ltd|Active
10/18/2020|01:01:08|A.G.S NEWSAGENTS & LICENSED GROCERS|12 MONKLAND ROAD,|EH48 2BQ|West Lothian|Off-Licence|Tobacco Only|A.G.S (GB) LTD|Active
10/18/2020|01:01:08|A.G.S. Foodstore|14 Lamont Way, Knightsridge|EH54 8LF|West Lothian|Convenience Store|Tobacco Only|A.G.S. Foodstore|Active
10/18/2020|01:01:08|A.I & S Wells ltd|182 Crown street, Ferryhill|AB11 6JD|Aberdeen City|Convenience Store|Tobacco Only|A.I & S Wells ltd|Inactive
10/18/2020|01:01:08|A.J Nicholson|17 Mid Shore, Pittenweem|KY10 2NL|Fife|Confectionary / Tobacconist / Newsagents|Tobacco Only|A.J Nicholson|Inactive
10/18/2020|01:01:15|A.J. Brothers|214-216 Low Waters Road,|ML3 7QR|South Lanarkshire|Convenience Store|Tobacco Only|N.S Stores|Inactive
10/18/2020|01:01:15|A.K Brothers|100 Sprinboig Road, Springboig|G32 0JX|Glasgow City|Convenience Store|Tobacco Only|A.K Brothers|Active
10/18/2020|01:01:15|A.M News|25 Old Coach Road, East Mains|G74 4DS|South Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|A.M News|Active
10/18/2020|01:01:15|a.mckellar grocers|29/31, main street|PA28 6AD|Argyll and Bute|Convenience Store|Tobacco Only|karensa glendinning t/a a.mckellar grocers|Active
10/18/2020|01:01:15|A.McKENZIE & SONS|58 - 60 MAIN STREET, SANDHEAD|DG9 9JQ|Dumfries and Galloway|Convenience Store|Tobacco And Nicotine Vapour Products|A.McKENZIE & SONS|Active
10/18/2020|01:01:15|a.news|225 hamilton road, cambuslang|G72 7PH|South Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|a.news|Active
10/18/2020|01:01:15|A.R. Douglas|32 Main Street,|EH55 8DR|West Lothian|Confectionary / Tobacconist / Newsagents|Tobacco Only|A.R. Douglas|Active
10/18/2020|01:01:15|A.S Mini Market|59 Mayfield Road,|EH9 3AA|Edinburgh City|Convenience Store|Tobacco And Nicotine Vapour Products|A.S Mini Market|Active
10/18/2020|01:01:15|A-1 OFFSLAES|380 PAISLEY ROAD WEST,|G51 1BG|Glasgow City|Off-Licence|Tobacco Only|A-1 OFFSALES|Active
10/18/2020|01:01:15|A1 Store|46 Magdalene Drive,|EH15 3DZ|Edinburgh City|Confectionary / Tobacconist / Newsagents|Tobacco Only|A1 Store|Inactive
10/18/2020|01:01:15|a1 supermarket|2 woodhill road, bishopbriggs|G41 1JN|East Dunbartonshire|Off-Licence|Tobacco And Nicotine Vapour Products|a1 supermarket|Active
10/18/2020|01:01:15|A1 TRADERS|151 MANSE RD,|G65 0EU|North Lanarkshire|Convenience Store|Tobacco Only|A1TRADERS|Inactive
10/18/2020|01:01:15|A19 STORES LTD T/A PREMIER EXPRESS|33 SUMMERHILL DRIVE,|AB15 6EQ|Aberdeen City|Off-Licence|Tobacco And Nicotine Vapour Products|A19 STORES LTD|Active
10/18/2020|01:01:15|A19 STORES LTD T/A PREMIER EXPRESS|1 goodhope park,|AB21 9NE|Aberdeen City|Off-Licence|Tobacco And Nicotine Vapour Products|A19 STORES LTD|Active
10/18/2020|01:01:15|aa brother|2081 paisley road west, 2081 paisley road west|G52 3JH|Glasgow City|Convenience Store|Tobacco Only|aa brother|Inactive
10/18/2020|01:01:15|AA NEWSAGENT|11 barnsdale road,|FK7 0PT|Stirling|Convenience Store|Tobacco Only|AA newsagent|Inactive
10/18/2020|01:01:15|AA newsagents |11 Barnsdale Road,|FK7 0PT|Stirling|Convenience Store|Tobacco And Nicotine Vapour Products|AA newsagent |Active
10/18/2020|01:01:15|AA RETAIL LTD T/A LIVI NEWS|UNIT 94, THE CENTRE|EH54 6HR|West Lothian|Confectionary / Tobacconist / Newsagents|Tobacco Only|AA RETAIL LTD|Active
10/18/2020|01:01:15|AA Star News & Grocers|Star News, 18 Grantlea Terrace|G32 9JN|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|AA Star News & Grocers|Active
10/18/2020|01:01:15|aa store|33 scotstoun road, cowie|FK7 7AL|Stirling|Convenience Store|Tobacco And Nicotine Vapour Products|aa store|Active
10/18/2020|01:01:21|AA Superstore Ltd|Daytoday, 43 Farm Road|G73 9DT|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|AA Superstore Ltd|Active
10/18/2020|01:01:21|Aabsolute|115 Carstairs street, Bridgeton|G40 4JQ|Glasgow City|Mobile Trade|Tobacco Only|Giovanni Porelli|Active
10/18/2020|01:01:21|Aadil Bashir|8 the Loan loanhead,|EH20 9AF|Midlothian|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Loanhead post office / newsagents ltd|Active
10/18/2020|01:01:21|AB Yule Newsagents|49 Bridge Street,|AB35 5QD|Aberdeenshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|A B Yule Newsagents|Active
10/18/2020|01:01:21|Abbey|65 South Clerk Street,|EH8 9PP|Edinburgh City|Public House|Tobacco Only|Cherwell Tobacco|Active
10/18/2020|01:01:21|Abbey Fine Wines|Rhymers Fare, 17 Market Square|TD6 9PL|Scottish Borders|Other Retail|Tobacco Only|Rhymers Fayre|Active
10/18/2020|01:01:21|Abbey Newsagents|28 Constitution Street,|DD3 6NB|Dundee City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Abbey Newsagents|Inactive
10/18/2020|01:01:21|Abbeyvapes|Unit 12, 5 Allan Crescent|KY11 4HE|Fife|Other Retail|Nicotine Vapour Products Only|Abbeyvapes|Active
10/18/2020|01:01:21|Abbots Brae Hotel|Abbots Brae Hotel, 55 Bullwood Road|PA23 7QJ|Argyll and Bute|Hotel|Tobacco Only|Abbots Brae Hotel|Inactive
10/18/2020|01:01:21|Abbotsford Hotel|Stirling Road,|G82 2PJ|West Dunbartonshire|Hotel|Tobacco Only|Marjor Hotel Ltd|Inactive
10/18/2020|01:01:21|ABBOTSINCH SERVICE STATION|51 INCHINNAN ROAD, RENFREW|PA4 9AE|Renfrewshire|Forecourt Garage|Tobacco And Nicotine Vapour Products|DULAI FUELS LTD|Active
10/18/2020|01:01:21|Abbys News|19 -21 Balnagask Road,|AB11 8HU|Aberdeen City|Convenience Store|Tobacco Only|Abbys News|Inactive
10/18/2020|01:01:21|Abdul Qayyum|201 portobello High Street,|EH15 1EU|Edinburgh City|Convenience Store|Tobacco And Nicotine Vapour Products|Abdul Qayyum|Active
10/18/2020|01:01:21|ABER HILL NEWS|2-6 wellesley road,|KY8 3AE|Fife|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|NILA RETAIL LIMITED|Active
10/18/2020|01:01:21|Aberchirder|112 Main Street, Aberchirder|AB54 7TD|Aberdeenshire|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:01:21|Abercraig Service Station|Forgan Roundabout, A92,|DD6 8RB|Fife|Forecourt Garage|Tobacco And Nicotine Vapour Products|S F Retail LTD|Active
10/18/2020|01:01:21|Aberdeen - 204 Union Street|204 Union Street,|AB10 1QS|Aberdeen City|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:01:21|Aberdeen - 485 Great Western Road|485 Great Western Road,|AB10 6NN|Aberdeen City|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:01:21|Aberdeen - Countesswells Rd|76-78 Countesswells Road,|AB15 7YJ|Aberdeen City|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:01:21|Aberdeen - George Street|466 George Street,|AB25 3XH|Aberdeen City|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:01:27|Aberdeen - Rosehill Drive|93 Rosehill Drive,|AB24 4JS|Aberdeen City|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:01:27|Aberdeen - Rosemount|293 Rosemount Place,|AB25 2YB|Aberdeen City|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:01:27|Aberdeen - Scotstown Road|21 Scotstown Road, Bridge Of Don|AB22 8HH|Aberdeen City|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:01:27|ABERDEEN HARDWARE CO LTD T/A Nickel & Dime |8-10 Market Street,|AB11 5NX|Aberdeen City|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|Aberdeen Hardware Co|Active
10/18/2020|01:01:27|Aberdeen Market|8-10 Market Street Aberdeen,|AB11 5NX|Aberdeen City|Other Retail|Nicotine Vapour Products Only|Dazed|Inactive
10/18/2020|01:01:27|Aberdeen Smoke Shop|The Market Village, 8-10 Market Street|AB11 5NX|Aberdeen City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Aberdeen Smoke Shop|Active
10/18/2020|01:01:27|aberdeen souviners|Inshops, 8-10 Market Street|AB11 5NX|Aberdeen City|Other Retail|Tobacco And Nicotine Vapour Products|aberdeen souvenirs |Active
10/18/2020|01:01:27|ABERDEEN TRANSPORT CLUB|4 CANAL ROAD,|AB25 3TL|Aberdeen City|Private Club|Tobacco Only|ABERDEEN TRANSPORT CLUB|Active
10/18/2020|01:01:27|aberdeen whisky shop|474 union street,|AB10 1TS|Aberdeen City|Off-Licence|Tobacco Only|aberdeen whisky shop|Active
10/18/2020|01:01:27|Aberfeldy TOFS Store|9 The Square,|PH15 2DD|Perth and Kinross|Confectionary / Tobacconist / Newsagents|Nicotine Vapour Products Only|The Original Factory Shop|Active
10/18/2020|01:01:27|Aberfoyle|Main Street, Aberfoyle|FK8 3UG|Stirling|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:01:27|Abergeldie|Abergeldie Bar, 504 Holburn Street|AB10 7LY|Aberdeen City|Public House|Tobacco Only|Ods aberdeen ltd|Active
10/18/2020|01:01:27|aberhill news|2-6 wellesley road, methil|KY8 3AE|Fife|Convenience Store|Tobacco Only|aberhill news|Inactive
10/18/2020|01:01:27|Aberlady Post Office|Aberlady Post Office, 27, High Street|EH32 0RA|East Lothian|Other Retail|Tobacco Only|Aberlady Post Office|Active
10/18/2020|01:01:27|Aberlady Village Store Ltd|10a High Street,|EH32 0RB|East Lothian|Convenience Store|Tobacco Only|Aberlady Village Store Ltd|Active
10/18/2020|01:01:27|Aberlour|91 High Street, Charleston|AB38 9QB|Moray|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:01:27|Aberlour Filling Station Ltd|High Street,|AB38 9PB|Moray|Forecourt Garage|Tobacco And Nicotine Vapour Products|Aberlour Filling Station|Active
10/18/2020|01:01:27|Abernethy Licensed Store|26 Main Street, Abernethy|PH2 9JL|Perth and Kinross|Off-Licence|Tobacco Only|Abernethy Licensed Store|Active
10/18/2020|01:01:27|Abington ( WH Smith)|M74 Services, Abington|ML12 6RG|South Lanarkshire|Convenience Store|Tobacco Only|Welcome Break Group Ltd|Inactive
10/18/2020|01:01:27|Abington General Store|87 Carlisle Road, Abington|ML12 6SD|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Abington General Store|Active
10/18/2020|01:01:33|Abington M74 Motorway|M74 Motorway, Abington|ML12 6RG|South Lanarkshire|Forecourt Garage|Tobacco Only|Welcome Break Group Ltd|Active
10/18/2020|01:01:33|Abode|129 Bath Street,|G2 2SZ|Glasgow City|Hotel|Tobacco Only|Art House Glasgow Ltd|Active
10/18/2020|01:01:33|Aboyne|Charlestown Road,|AB34 5HS|Aberdeenshire|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:01:33|Aboyne Service Station|Main Road,|AB34 5HR|Aberdeenshire|Forecourt Garage|Tobacco And Nicotine Vapour Products|Aboyne Service Station Ltd|Active
10/18/2020|01:01:33|Abr (Scotland) Ltd t/a newbrig new|Newbrig News, 13 Sandgate|KA7 1BG|South Ayrshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Mehar News Ltd t/a city news|Inactive
10/18/2020|01:01:33|Abrar Ahmad T/a Harthill filling station|174 edinburgh road, shotts,|ML7 5PT|North Lanarkshire|Forecourt Garage|Tobacco And Nicotine Vapour Products|Abrar Ahmad|Active
10/18/2020|01:01:33|Abronhill |Forest Road, Cumbernauld|G67 3PD|North Lanarkshire|Forecourt Garage|Tobacco And Nicotine Vapour Products|M Malik  Ltd.|Active
10/18/2020|01:01:33|Abs £ and beauty lounge |222 Middleton Road,|M8 4NA|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Amazing beauty salon limited |Inactive
10/18/2020|01:01:33|ABV Craft Drinks|ABV Craft Drinks, 22 Dee Street|AB31 5ST|Aberdeenshire|Off-Licence|Tobacco Only|Ab mixology ltd|Active
10/18/2020|01:01:33|academy news limited|1117 a pollokshaws road, shawlands|G41 3YH|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|academy news ltd|Active
10/18/2020|01:01:33|Ace Catering|belgowan street, Motherwell Food Park|ML4 3LB|North Lanarkshire|Other Catering|Tobacco Only|Ace Catering|Active
10/18/2020|01:01:33|Acharacle Village Store|Main Street,|PH36 4JY|Highland|Convenience Store|Tobacco Only|Acharacle village store|Active
10/18/2020|01:01:33|Achiltibuie Stores|Achiltibuie,|IV26 2YG|Highland|Convenience Store|Tobacco Only|Achiltibuie Stores|Active
10/18/2020|01:01:33|acre stores|120 acre road, maryhill|G20 0TN|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|acre stores|Active
10/18/2020|01:01:33|Adam Boyd Newsagents|39-41 King Street,|PH7 3AX|Perth and Kinross|Confectionary / Tobacconist / Newsagents|Tobacco Only|Adam Boyd Newsagents|Active
10/18/2020|01:01:33|Adams|6 St. Mungos Road , Kiosk north bus-stop|G67 1AA|North Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Adam's|Active
10/18/2020|01:01:33|ADAMS AVE POST OFFICE & NEWSAGENTS|8/10 ADAMS AVENUE,|KA21 6AL|North Ayrshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|ADAMS AVE NEWSAGENTS|Active
10/18/2020|01:01:33|Adam's Ices|109 Langee Drive,|TD1 2EA|Scottish Borders|Mobile Trade|Tobacco Only|Adam's Ices|Inactive
10/18/2020|01:01:33|ADAMS NEWS|190 Byres Road, West End|G12 8SN|Glasgow City|Convenience Store|Tobacco Only|ADAMS NEWS|Active
10/18/2020|01:01:33|Addiewell Post Office & General Store|46 Loganlea Road,|EH55 8HS|West Lothian|Convenience Store|Tobacco And Nicotine Vapour Products|Addiewell Post Office and General Store|Active
10/18/2020|01:01:40|Addiewell Superstore Ltd|1A Kirkhill Loganlea, Addiewell,|EH55 8HN|West Lothian|Convenience Store|Tobacco Only|Addiewell Superstore Ltd|Inactive
10/18/2020|01:01:40|adelles|88 deedes st,|ML6 9AF|North Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|adelles|Inactive
10/18/2020|01:01:40|Adelles Too|88 deedes Street,|ML6 9AF|North Lanarkshire|Off-Licence|Tobacco Only|Adelles Too|Active
10/18/2020|01:01:40|ADELLES Too|88 deedes street,|ML6 9AF|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|ADELLES Too|Active
10/18/2020|01:01:40|ADIES SELF SERVICE|62-64, BEDFORD ROAD|AB24 5LP|Aberdeen City|Off-Licence|Tobacco Only|Sunnys Aberdeen Limited|Inactive
10/18/2020|01:01:40|Adie's Self Service|62-64, Bedford Road|AB24 3LP|Aberdeen City|Convenience Store|Tobacco And Nicotine Vapour Products|Moony Ltd.|Active
10/18/2020|01:01:40|adils convenience store|121 Coupar Angus Road, Muirhead|DD2 5QN|Angus|Convenience Store|Tobacco And Nicotine Vapour Products|adils convenience store|Active
10/18/2020|01:01:40|Adolfo's|74/75 cameron way, knightsridge|EH54 8HF|West Lothian|Other Catering|Tobacco Only|Adolfo's|Active
10/18/2020|01:01:40|ADRIAN AND CO STORES LTD|148 KING STREET,|AB24 5BD|Aberdeen City|Off-Licence|Tobacco Only|Adrian and Co Stores Ltd|Inactive
10/18/2020|01:01:40|Aero Cafe|10 Main Street, Leuchars|KY16 0HN|Fife|Confectionary / Tobacconist / Newsagents|Tobacco Only|Aero Cafe|Active
10/18/2020|01:01:40|afe   minimart|50a moredunvale road,|EH17 7RZ|Edinburgh City|Confectionary / Tobacconist / Newsagents|Tobacco Only|afe minimart|Inactive
10/18/2020|01:01:40|Afe Minimart|A F E Minimart, 50A Moredunvale Road|EH17 7RZ|Edinburgh City|Convenience Store|Tobacco And Nicotine Vapour Products|Afe Minimart|Active
10/18/2020|01:01:40|After 8|30 Murray Place,|FK8 2DD|Stirling|Confectionary / Tobacconist / Newsagents|Tobacco Only|Number One|Inactive
10/18/2020|01:01:40|AFTER 8|30 MURRAY PLACE,|FK8 2DD|Stirling|Off-Licence|Tobacco Only|Baumgarten Ltd|Inactive
10/18/2020|01:01:40|After8|After 8, 27 Dumbarton Road|FK8 2LQ|Stirling|Convenience Store|Tobacco And Nicotine Vapour Products|LMC Retail Ltd|Inactive
10/18/2020|01:01:40|Afton Road Mini Market|Afton Road, Kildrum|G67 2EU|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Afton Road Mini Market|Active
10/18/2020|01:01:40|Afton Service Station|70 Castle, New Cumnock|KA18 4AH|East Ayrshire|Forecourt Garage|Tobacco Only|Afton Service Station|Inactive
10/18/2020|01:01:40|AG Computer Systems|29-31 Main Street,|KA24 5DP|North Ayrshire|Other Retail|Nicotine Vapour Products Only|AG Computer Systems|Active
10/18/2020|01:01:40|aga household goods|140 warwick, calderwood|G74 3PY|South Lanarkshire|Mobile Trade|Tobacco Only|aga household goods|Inactive
10/18/2020|01:01:40|Agha News|375a Victoria Road,|G42 8RZ|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Agha News|Active
10/18/2020|01:01:46|Agha's Store|3 HIgh Craigends, Kilsyth|G65 0NS|North Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|Agha's Store|Inactive
10/18/2020|01:01:46|Ahmad Brother|122 Barns Street, Clydebank|G81 1RB|West Dunbartonshire|Convenience Store|Tobacco Only|Ahmad Brothers|Active
10/18/2020|01:01:46|Ahmad Grocers|38 Whitfield Terrace,|DD4 0BR|Dundee City|Off-Licence|Tobacco And Nicotine Vapour Products|Ahmad Grocers|Active
10/18/2020|01:01:46|Ahmad Newsagents|20 Craigbank Drive, Nitshill|G53 6RA|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Ahmad Newsagents|Active
10/18/2020|01:01:46|Ahmad Newsagents|130 Main Street, Baillieston|G69 6AE|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Ahmad Newsagents|Active
10/18/2020|01:01:46|Ahmed Convenience Store|94 Craigentinny Road,|EH7 6RN|Edinburgh City|Convenience Store|Tobacco Only|Ahmed Convenience Store|Inactive
10/18/2020|01:01:46|Ahmed Convenience Store|94 Craigentinny Road,|EH7 6RN|Edinburgh City|Off-Licence|Tobacco And Nicotine Vapour Products|AQQA CONVENIENCE STORE|Active
10/18/2020|01:01:46|Ahmed general store|98 Main Street, Calderbank|ML6 9SH|North Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Ahmed general store|Active
10/18/2020|01:01:46|Ahmed Newsagents|Ahmad Newsagent, 130 Main Street, Baillieston|G69 6AE|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Ahmed Newsagents|Active
10/18/2020|01:01:46|Ahmed's General Store|98 Main Street, Main Street Calderbank|ML6 9QU|North Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|Ahmed's General Store|Inactive
10/18/2020|01:01:46|Ahmed's Newsagents|130 Victoria Road,|DD1 2QW|Dundee City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Ahmed's Newsagents|Active
